 VARIABLES="x","alfa"
 ZONE T=LST, I=         665
   0.100000000E+01  0.147963972E+01
   0.100625000E+01  0.151044384E+01
   0.101250000E+01  0.154066702E+01
   0.101875000E+01  0.157032738E+01
   0.102500000E+01  0.159943261E+01
   0.103125000E+01  0.162799024E+01
   0.103750000E+01  0.165600768E+01
   0.104375000E+01  0.168349217E+01
   0.105000000E+01  0.171045085E+01
   0.105625000E+01  0.173689069E+01
   0.106250000E+01  0.176281855E+01
   0.106875000E+01  0.178818829E+01
   0.107500000E+01  0.181311324E+01
   0.108125000E+01  0.183754602E+01
   0.108750000E+01  0.186149298E+01
   0.109375000E+01  0.188496038E+01
   0.110000000E+01  0.190795436E+01
   0.110625000E+01  0.193048095E+01
   0.111250000E+01  0.195254606E+01
   0.111875000E+01  0.197415551E+01
   0.112500000E+01  0.199531501E+01
   0.113125000E+01  0.201603017E+01
   0.113750000E+01  0.203630651E+01
   0.114375000E+01  0.205614944E+01
   0.115000000E+01  0.207556429E+01
   0.115625000E+01  0.209455628E+01
   0.116250000E+01  0.211313055E+01
   0.116875000E+01  0.213129216E+01
   0.117500000E+01  0.214904607E+01
   0.118125000E+01  0.216639717E+01
   0.118750000E+01  0.218335024E+01
   0.119375000E+01  0.219991002E+01
   0.120000000E+01  0.221632396E+01
   0.120625000E+01  0.223209553E+01
   0.121250000E+01  0.224749133E+01
   0.121875000E+01  0.226251228E+01
   0.122500000E+01  0.227716254E+01
   0.123125000E+01  0.229144641E+01
   0.123750000E+01  0.230536807E+01
   0.124375000E+01  0.231893165E+01
   0.125000000E+01  0.233214121E+01
   0.125625000E+01  0.234500074E+01
   0.126250000E+01  0.235751417E+01
   0.126875000E+01  0.236968537E+01
   0.127500000E+01  0.238151813E+01
   0.128125000E+01  0.239301622E+01
   0.128750000E+01  0.240418330E+01
   0.129375000E+01  0.241502301E+01
   0.130000000E+01  0.242553892E+01
   0.130625000E+01  0.243573454E+01
   0.131250000E+01  0.244561334E+01
   0.131875000E+01  0.245517871E+01
   0.132500000E+01  0.246443401E+01
   0.133125000E+01  0.247338255E+01
   0.133750000E+01  0.248202757E+01
   0.134375000E+01  0.249037228E+01
   0.135000000E+01  0.249841982E+01
   0.135625000E+01  0.250617332E+01
   0.136250000E+01  0.251363581E+01
   0.136875000E+01  0.252081033E+01
   0.137500000E+01  0.252769983E+01
   0.138125000E+01  0.253430723E+01
   0.138750000E+01  0.254063543E+01
   0.139375000E+01  0.254668724E+01
   0.140000000E+01  0.255246548E+01
   0.140625000E+01  0.255797289E+01
   0.141250000E+01  0.256321219E+01
   0.141875000E+01  0.256818606E+01
   0.142500000E+01  0.257289712E+01
   0.143125000E+01  0.257734798E+01
   0.143750000E+01  0.258154119E+01
   0.144375000E+01  0.258547928E+01
   0.145000000E+01  0.258916474E+01
   0.145625000E+01  0.259260001E+01
   0.146250000E+01  0.259578752E+01
   0.146875000E+01  0.259872964E+01
   0.147500000E+01  0.260142873E+01
   0.148125000E+01  0.260388710E+01
